Area,ImageCount,InFront,Location.__lat__,Location.__lon__,ArchStyle,Address,Popup,Name,ShortName,EstimatedValue,YearBuilt,SquareFeet,LotSize,Notes,Website
Hingham Center HM,1,,42.22835,-70.88254,Colonial Revival,386 Main St,,First Christ Scientist,Church,"3,226,400",2016,6490,0.56,Church converted into a single family house.,https://www.zillow.com/homedetails/386-Main-St-Hingham-MA-02043/125789170_zpid/
Fearing Farm HM,1,,42.24423,-70.89239,Greek Revival,29 Lincoln St,,Abiel Wilder,Wilder,"2,439,800",1836,2954,0.46,,https://www.zillow.com/homedetails/37-Lincoln-St-Hingham-MA-02043/56638338_zpid/
Reeds Corner,1,,42.23444,-70.82013599999999,,390 Chief Justice Cushing Hwy,,Whiskey & Wine,Liquor,,,,,"<strong>Our Order Hours</strong><br/><br/>
<strong>Business Hours</strong><br/>
Mon - Sat (08:00 AM - 10:00 PM)<br/>
Sun       (10:00 AM - 06:00 PM)<br/><br/>
<strong>Delivery Hours</strong><br/>
Mon - Sat (08:00 AM - 09:00 PM)<br/>
Sun       (10:00 AM - 05:00 PM)
",https://holiq.store/whiskeywinecohasset
North Scituate,1,,42.21931,-70.78581,,376 Gannett Rd,,Nor'easter Surf Shop,Surf,,,,,"<strong>About Us</strong><br/><br/>
We’ve been around since glass-ons. Serving New England and beyond for 3 decades. 8000 sq ft of surf, sup and skate nirvana. Always 300 surfboards, 100 sups and 500 wetsuits to choose from.<br/><br/>
Aloha and mahalo for dropping in.<br/><br/>
<img src=""https://res.cloudinary.com/backyardhiddengems-com/image/upload/v1732315552/Boston/NoreasterSurfShopNotes.png""/>",http://www.noreastersurfshop.com/
North Scituate,1,,42.2187604,-70.7954862,,1004 Chief Justice Cushing Hwy,,Scituate Racquet & Fitness,Tennis,,,,,"<div style='text-align:center;font-size:12px;font-weight:500;'>Scituate Racquet & Fitness is a multipurpose facility with a family atmosphere. In the fitness industry for over 30 years, Chris and Barbara Horne pay close attention to every detail to make your membership most rewarding.</div>",http://www.srfclub.com/
Norwell,1,,42.16087573957372,-70.79389600507673,,24 West St,,James Library,,,,,,"The James Library & Center for the Arts is a non-profit organization offering programs in music, art and literature. Housed in a landmark 1874 Victorian building in the heart of historic Norwell Center, the James features a concert hall with a Steinway B grand piano, a free lending library, and an art gallery offering new exhibits each month.<br/><br/>The James has become a vibrant place within the South Shore arts community with its active music instruction schedule, a stream of library patrons visiting daily, and daily activities offered throughout the year.",https://www.jameslibrary.org/
Marshfield,1,,42.092,-70.67,,93 Old Colony Ln,,Marshfield Municipal Airport,,,,,,"<div style=""text-align:left;""><strong>Shoreline Aviation Overview</strong><br/><br/>Our professional staff takes pride in meeting the specific needs of each and every customer and always maintains the care and safety of our clients as our first priority. KGHG is a great option for all of your Boston and South Shore destinations! Whether you need hangar space, concierge services, rental cars, expert maintenance or a ride to a local restaurant, Shoreline will provide top notch service to meet your needs. Our fuel prices (Shell Aviation Jet A & Avgas) are some of the best around and our line service personnel are NATA Safety First trained.</div>",http://www.shorelineaviation.net/
Hingham Shipyard,1,,42.248988499999996,-70.91558549999999,,316 Lincoln St,,3A Marine Service,Boats,,,,,"<strong>About 3A Marine Service</strong><br/><br/>
3A Marine Service, Inc. is a marine sales and service business, servicing and selling boats to 45 feet and recreational marine power. Prior to 1981, 3A Marine Service was a proprietorship owned by Edwin Lofgren who was a full time high school teacher and part time at the business.The business grew by leaps and bounds together with the high-energy economy of the 1980s and public interest in boating. Two significant steps were taken by the company in response to the above-mentioned growth. First, 3A Marine Service was incorporated and secondly, the land and buildings that house the business were purchased. This growth was chiefly spawned by our service orientation. Everything was, and is today, driven by Customer Service, and structured around a service center. Today, 3A Marine Service has an excellent reputation as one of the best marine service facilities in Massachusetts, and for Customer Service. This service, is, and will remain a focal point for the business. By 1988, growth was admittedly a management threat to business. The accountant for the business gave Mr. Lofgren a choice - run the business full time or sell to someone who would. The former route was chosen.Controlled, managed growth was a successful plan, and 3A Marine Service prospered until the recession hit.<br/><br/>
Although the business took its hits with this recession, once again a plan was developed to stay the course and to ensure the future. The business retreated into its service base, which became its chief profit center. Inventories were drastically cut to match the downsizing in sales activity.A bold step forward was taken in the newly important service department -- expansion. A new shop facility was built on location and two new full time and four new part time technicians were hired and schooled. It worked like a charm ~ people were not buying but needed service more than ever to stay on the water. There were twelve major marine dealerships on the South Shore of Boston prior to the recession. 3A Marine Service was one of the three that remained at the conclusion of the recession.In the 1980s, we developed a need for additional service space and boat storage. The two acres at 292 Lincoln Street were rented (and later purchased) from an old friend. This land and building gives us a second service center and a solid storage facility. We now employ seven full time technicians and we have maintenance and repair work that occupies us year round. In fact, service demand often strains our capabilities.Sales rebounded in 1994 and sales growth has exceeded expectations.<br/><br/>
We now handle three major boat lines: Parker, Robalo, and Four Winns. We are full sales & service dealers for three major motor lines: Yamaha, Evinrude and Tohatsu. We have developed a Parts And Accessories Department which has become a very successful additional profit center, managed by Melanie Krause, Owner & General Manager of the business. Melanie is computer literate and educated, and has led the company in this direction in the bookkeeping, service and parts department, with links to suppliers. With Melanie's guidance, we have a keen eye on the Internet, and the role it plays in our industry and our own business. Our company web site is very active and is playing a significant role in sales. With our basic service center nucleus, key lines and an eye to the economy and the future, 3A Marine Service is poised for continued success.",http://3amarine.com/
Reeds Corner,1,,42.2187604,-70.7954862,,1004 Chief Justice Cushing Hwy,,South Shore Auto Wash,Car Wash,,,,,<div style='text-align:center;font-size:18px;font-weight:900;'>Welcome to South Shore Auto Wash!</div><br/><div style='text-align:left;font-size:12px;font-weight:500;'>Here at South Shore Auto Wash we pride ourselves on our polite and professional automotive cleaning services! For over 5 years we have provided superb service for the South Shore Community! Our monthly program offers our top car wash priced at 27.95$ unlimited times during the month for a monthly cost of 48.95$! Come on down and get a car wash at 828 Chief Justice Cushing Highway in Cohasset!</div>,https://www.southshoreautowash.com
Beacon Hill,1,,42.35725,-71.0702,,40 Charles St,,Blackstone's,,,,,,"<div style=""text-align:center;"">This seller of kitchen utensils & equipment offers a wide selection, classes & knife sharpening.</div>",http://www.blackstonesboston.com/
Hingham Square HM,1,,42.24394,-70.88599,Colonial,45 North St,,Israel Leavitt,Leavitt,"1,250,700",1716,0,0,Born in Hingham Plymouth on 1680 to Israel Leavitt and Lydia Jackson. Israel married Elizabeth Mowry. Israel married Mary Bates and had 8 children. He passed away on 1757 in Hingham Plymouth.,https://www.realtor.com/realestateandhomes-detail/45-North-St_Hingham_MA_02043_M39775-46116
Beacon Hill,1,,42.35735,-71.07028,,42 Charles St,,Figs,,,,,,"<div style=""text-align:center;"">Snug, modern rooms house local celeb chef Todd English's inventive gourmet pizzeria.</div>",
Hingham Square HM,1,,42.24019,-70.88456,Georgian,144 Main St,,Annah Everett,Everett,"3,072,400",1927,4168,0.27,,https://www.zillow.com/homedetails/144-Main-St-Hingham-MA-02043/56639249_zpid/
South Hingham HM,1,,42.19034,-70.88307,Cape Cod,995 Main St,,Thomas Gardner,Gardner,"1,038,800",1754,1882,1.52,"The 1754 Thomas Gardner House history: Francis Gardner (1653-1688/89). a participant in the Narragansett fight of 1675, acquired the land sited directly opposite the Liberty Plain Cemetery from John Lewis in 1688. He died in 1689 and his son, Samuel (b. 1684), retained it until 1753 when the land was deeded to Thomas Gardner (1717-1763), a blacksmith and original plot owner in the Liberty Plain Cemetery (1755). Thomas Gardner immediately built the house at 995 Main Street in 1754 but sold it in 1755. Descendants of John Gardner (d. 1688) who came to Hingham c. 1650, Francis. Samuel and Thomas Gardner were all part of the family which established itself primarily in the Liberty Plain section of Main Street in Hingham. A carpenter by trade. Israel Lasell (1703/4-1770) bought 995 Main Street in 1755, no doubt for his new bride. Silence Tower. A constable in 1748, he was descended from John Lasell, also written \""Lazell\"" and \""Lassell\"", who arrived in Hingham in the 1640s, became a constable in 1677 and a freeman in 1678. Lazell Street is named for this family. Reuben Sprague (1748/9-1822), a Hingham constable in 1777 and 1782-83, and husband of Israel's daughter, Silence, owned the property from 1781 until 1822. Reuben was a ""cordwainer"", which earlier meant a worker in cordovan leather, but what in Hingham described a skilled shoemaker. Upon his death in 1822 the property was successively inherited by Reuben (1785-1852). a farmer, until 1852, then Reuben O. (b. 1811), a skilled stair-builder, until 1895 and lastly by Reuben (1837-1926), a clerk, until 1926. All the Reubens were descendants of William Sprague, who made his way from England via Salem and Charlestown to Hingham by 1636 and Number 995 Main Street is one of several houses occupied by Spragues in the Liberty Plain area, the others being located at 962. 963, 971 and 987 Main Street. The Thomas Gardner House, built in 1754, is one of the best preserved and least altered Cape Cod cottages in Hingham. It has retained all the salient characteristics of the style, including the small square openings in the gable elevations. The six-over-six sash windows, set tightly under the eaves, the simple door enframement and the large chimney on the ridge all are indicators of the eighteenth century building date. It is recorded that up to 1927, the house had no plumbing, no electricity and no furnace. In 1876, an ell located on the south elevation was removed; it had been used as a cobbler's shop. Today, the additions include two dormers in the rear slope of the roof and a rear wing. The Thomas Gardner House which has retained its architectural integrity, is one of the important components in the Liberty Plain Local Historic District Courtesy of the Hingham Historical CommissionFrancis Gardner (1653-1688/89). a participant in the Narragansett fight of 1675, acquired the land sited directly opposite the Liberty Plain Cemetery from John Lewis in 1688. He died in 1689 and his son, Samuel (b. 1684), retained it until 1753 when the land was deeded to Thomas Gardner (1717-1763), a blacksmith and original plot owner in the Liberty Plain Cemetery (1755). Thomas Gardner immediately built the house at 995 Main Street in 1754 but sold it in 1755. Descendants of John Gardner (d. 1688) who came to Hingham c. 1650, Francis. Samuel and Thomas Gardner were all part of the family which established itself primarily in the Liberty Plain section of Main Street in Hingham. A carpenter by trade. Israel Lasell (1703/4-1770) bought 995 Main Street in 1755, no doubt for his new bride. Silence Tower. A constable in 1748, he was descended from John Lasell, also written ""Lazell"" and ""Lassell"", who arrived in Hingham in the 1640s, became a constable in 1677 and a freeman in 1678. Lazell Street is named for this family. Reuben Sprague (1748/9-1822), a Hingham constable in 1777 and 1782-83, and husband of Israel's daughter, Silence, owned the property from 1781 until 1822.",https://www.realtor.com/realestateandhomes-detail/995-Main-St_Hingham_MA_02043_M31597-69679
